Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Tiny_URL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
betasus5.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
storage.googleapis.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
35.199.84.117,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
bcpzonasegurabeta-viabcp-com.360egyptours.com,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
windowinstallationtoronto.ca,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
qtekits.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
forms.office.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
email302.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,1,1
fresleitlie.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
boomcup.rest,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
axelhess.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
mail.tik.info.pl,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1
championsgate-vacationhomes.orlandoareavacation.com,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
gamingakhada.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
art-sticker.fr,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1
thenine9.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
premiumevents.ge,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,1,1
amigosdonero.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
missionpick.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
5de7b3245c2760991.temporary.link,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
ltc5.blob.core.windows.net,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
mmgarfield.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
google.com,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1
myrnd.info,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0,1
bombayelectricstore.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
miketoddington.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
wikiform.org,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
bravobeveiliging-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
mnstuff.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
pharmacyhelpcenter.com,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1
lida.si,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
kfqp4.pcgaboma.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
abre.ai,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
redlinerecruitment353-my.sharepoint.com:443,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
tokokainbandung.com,0,0,1,10,0,0,0,0,0,1,0,1,0,1,1,0,1
courgeon-immobilier.fr,0,0,1,7,0,0,0,1,0,1,0,1,0,0,1,0,1
secure.runescape.com-as.ru,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
pg-series-atendimento.joomla.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
plasticmonkey.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
emailmarketing.locaweb.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
friendlycabdavis.com,0,0,1,8,0,0,0,0,0,1,0,1,1,0,1,0,1
dsv.cubotec.com.br,0,0,1,4,0,0,0,0,0,1,1,1,1,0,1,0,1
acct-famres-inv.com,0,0,0,3,0,0,0,1,1,1,1,1,0,0,1,0,1
smartraining.org,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1
icloud.com.athz.us,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
freeliker.net,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
espaceclientv1.fr,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
153284594738391.statictab.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
secure.runescape.rs-p.xyz,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
acct-famres-inv.com,0,0,0,3,0,0,0,1,1,1,1,1,0,0,1,0,1
caixaeconomicafederal.epizy.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
fbautoliker.co,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
casascamijanes.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
alpha-mail-server3.ns01.info,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
toprankingyoutube.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
bestydecor.com,0,0,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1
cartoworld.co.ke,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
i-m.mx,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1
andrikapermana.com,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
newlimeco-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
m-interiors.com,0,0,1,7,0,0,0,1,0,1,0,1,0,0,1,0,1
ducks.pt,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
sieck-kuehlsysteme.de,0,1,1,4,0,0,0,1,0,1,1,1,0,0,1,0,1
reginout.com,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1
scbhcm.vn,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
yorkshire.es,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
satkom.id,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
danielescivoli.it,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
theingredients.net,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,0,1,0,1,1,0,1,0,1
sparkpassedecom.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
webkc.dede.go.th,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1
phantaweemall.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
openoffice.com.pl,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
fortrader.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
lojaxgrowup.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
xpixl.me,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
vensyemall.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1
facebook.com.twostartraders.com.np,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
delegatesinrwanda.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
playarprint.com,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,1
ummamiexpress.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
videosfacebook.today,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
ausafritrade.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
n-change.net.,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
xtrixtviptv.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
thsyuwshakjnd666iajnxx666.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
lucidfestival.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
prf-gov-br.myfreesites.net,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
boiclub.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
bitckins.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
my-tee-shirt.com,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
zend-framework-community.634137.n4.nabble.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
wudustore.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
summerland.cl,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
kadubeureum-serang.desa.id,0,1,1,7,0,0,0,1,0,1,0,1,0,0,1,0,1
encarnacionhurtado.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
christinacreates.com,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0,1
sastaservices.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
educacion.rionegro.gov.ar,0,0,1,10,0,0,0,0,0,1,1,0,0,0,1,0,1
paypal.co.uk.useriazi6bqgssb.settingsppup.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
keep.simply-winspace.it,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1
bookitbaby.net,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
meduchet.com,0,0,1,7,0,0,1,0,1,0,1,1,1,0,1,0,1
gobbojr.com.br,0,1,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
airikinsulation.com,0,0,1,7,0,0,0,0,0,0,1,1,0,0,1,0,1
bimovia.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
bitly.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
baleshwerbabaonline.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
alongthelocals.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
vasavivivahavedhika.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,1
ilovepanqueca.com.br,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
kelvin21.doodlekit.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1
fareast.qa,0,0,1,3,0,0,0,0,1,1,1,1,1,0,1,0,1
tik.info.pl,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,1
jfteabd.com,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1
nordichairistanbul.com,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,1
mysp.ac,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
summerland.cl,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
wausaueats.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
bcpzonasegurabeta.viabcp.com.luke-hancock.com,0,0,1,2,0,0,0,1,0,1,0,0,1,1,1,1,1
ilardo.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
charttrader.in,0,1,1,3,0,0,0,0,0,0,0,1,1,0,1,0,1
15688c.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
khairamakeup.co.id,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1
telalmakkah.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
asc-electrical.co.uk,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,1
jlgraphic.fr,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
j.mp,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
dzd.rksmb.org,0,0,1,4,0,0,1,0,0,0,0,1,0,0,1,0,1
myinvestvision.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
betasusgirisadresi.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
xurl.es,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
embassyhotelguntur.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
useablevarex.com,0,0,1,5,0,0,1,0,0,1,0,1,1,1,1,1,1
positiveomar.net,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
paypal.a2fb.top,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
paxful.com.applepayers.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
adobe.cloud.file2.shirnesa.ir,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
portoengenharia.net,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
ballroad.com,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,1
handle.booktobi.com,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1
storage.googleapis.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
bcpzonasegurabeta-viabcp-com.fusiontechsoftware.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
js-pgrnce.stackblitz.io,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
lycroproducts-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
luckypetshouse.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
ingresovirtualcr.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
mocktails.co.in,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
doctorannenkova.ru,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
ime.uff.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
chiatena.zxy.me,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1
saranewmaroc.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1
track-gr.winpqc.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
gcspolk.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
atlantabasecamp.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
07dd96.htmlcomponentservice.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
agemcargo.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
appleid.apple.com-en.klantencs.com,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1
shifawll1.ae,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,1
esapcepro-org.com,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
printam.ca,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
onemillionsolutionsinhealth.net,0,0,1,3,0,0,0,0,0,1,0,1,1,0,1,0,1
alphasoftware.ir,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
minha-bv-logln-com.hotelfazendadalagoa.club,0,0,1,3,0,0,0,1,0,0,1,1,0,0,1,0,1
yahoo1.hisastudio.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
codbo3-cod.com,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
medokofo.ml,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
www43.presentes-promocoes-premier.com,0,0,1,6,0,0,0,1,0,1,0,1,0,0,1,0,1
datascientist-shop.fr,0,0,1,9,0,0,0,1,0,1,0,1,0,0,1,0,1
sohoo.be,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
share.hsforms.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
u704893oyf.ha004.t.justns.ru,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1
us.megamilly.com,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1
chikh-ali.com,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,1
myozhost.com,0,0,0,2,0,0,1,0,0,1,0,0,1,1,1,1,1
viccats.camcam.dns-cloud.net,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1
hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
haywardtransportationllc.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
attach6119bgz.myratesale.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
spectometre.newimagefitness.net,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
magictriminc.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,1
chemstrymatch.000webhostapp.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1
acoustic-veil-digit.glitch.me,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
n4r7u.app.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
tinyurl.com,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
excellchuyensau.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
feciusa-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
novageracaotransportes.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
sonofabridge.com.net2care.com,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
inaceinox.pt,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
adnet8.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
surveyheart.com,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1
kergaukr.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
techmarketingbuffalo.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
paxfulonlinepayment.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
demo.mkt.exoret.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
nhms.solutions,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
grindtimegym.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
lz5.1ee.myftpupload.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
secureline-helpdesk.com,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,1
findngrow.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
fr.chromeproxy.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
espace-client.fr,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,1
zohard.com,0,0,1,8,0,0,0,0,1,1,1,1,1,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
adnet8.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
services.runescape.com-un.ru,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
nf3ftix-refu31paym.com,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
cgi.ebay.de.annas.id,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
nationalsportsgroup.icu,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
ecodrink.vn,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
sdsd.carlowc.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
evidentfreedom.icu,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
bre-tech.com,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1
arsalanconstructioncompany.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
taddepol.edu.hk,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
magpieroost.com,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,1
webexert.com,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
sandburg.xfinityhelp.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
comdi3horas.joomla.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1
boraprafrentebra18k.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
mariamuller.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
kisa.link,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
mail.agricareseeds.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
suraseyidova.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
tableau-et-compagnie.fr:443,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
atendimento-sac-pg.joomla.com,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1
poddar-wonder-city.co.in,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
promerica-plataforma-appvirtual.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
printerparts.co.ke,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1
lbmengenhariarj.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
agro-hotel.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
kaizenpak.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
1drv.ms,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
securemail9.godaddysites.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
golfencordoba.com,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1
grindtimegym.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
dzd.rksmb.org,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1
dotpay.i-dpd.pl,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
planwise.co.za,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
jiibli.muhamedkhalid.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
lamvb.czweb.org,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
ersfilter-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
borrachao.com.br,0,0,1,7,0,0,0,0,0,1,1,1,1,0,1,0,1
sanoltechnologies.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
35.188.36.185,1,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0,1
estaremos-nessa-crise-unidoscom.com,0,0,1,2,0,0,0,1,0,1,0,1,1,0,1,0,1
protourssoccer.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
labyrinthtanning.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
zohard.com,0,0,1,8,0,0,0,0,1,1,1,1,1,0,1,0,1
mamaregy.com,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
scotiabank-com-mx.acceso-cliente.com,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
repositorio.vk2.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
scubamamma.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1
email.zalinco.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
streck.com.br,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,1
servizidifatturazione.cloudaccess.host,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
jairtavares.com,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1
eischool.com.ng,0,0,0,4,0,0,0,0,1,1,1,1,1,0,1,0,1
08group.tv,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
titaniumdobrasil.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
juegosdemesamodernos.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
paypal-webnative.surge.sh,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
osool-eg.com,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1
kbimperial.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
tiscali-rimborso.it,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
smprintingpress.com,0,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1
proviamocosamanca.it,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
saldao-de-mes-das-maes.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
mmagaluofertashoje.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
veazieit.com,0,0,1,3,0,0,1,0,0,1,0,0,0,0,1,0,1
mattfitterer.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
update.troyvanspanje.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
emlakwebtasarim.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
mtmonly.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
instagram.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
restaurantelabarquita.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
mytanfarma.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
paypal.co.uk.session23406304fd15e72e65304c141af8898f117.33s3.smoz.us,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
rhizucor.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
betasusguncelgir.blogspot.com,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
meliskuris.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
186.75.130.46,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
rkgreany-seg3-2.kk.sopqa.arg.r.de.a2ip.ru,0,0,1,6,0,0,0,1,0,0,0,1,0,1,1,0,1
